AnimalName,Symptoms1,Symptoms2,Symptoms3,Symptoms4,Symptoms5,Dangerous
Cat,Excess drooling,Convulsions,Opaque cornea,Pale gums,Tremors,Yes
Dog,Dry skin,Joint stiffness,Dry eyes,Increased thirst,Minor diarrhea,No
Cat,Coughing,Yes,,,,
Cat,Mild conjunctivitis,Minor weight loss,Runny nose,Dry stool,Occasional hairball vomit,No
Cat,Tremors,Lethargy,Coughing,Bloody vomit,Yes,
Cat,Foam at the mouth,Lethargy,Yes,,,
Dog,Dry eyes,Minor diarrhea,No,,,
Dog,Depression,Yes,,,,
Dog,Joint stiffness,Minor diarrhea,Dry eyes,Bad breath,Increased thirst,No
Dog,Minor diarrhea,No,,,,
Cat,Lethargy,Tremors,Yes,,,
Dog,Dry skin,Bad breath,Increased thirst,Joint stiffness,No,
Dog,Minor diarrhea,No,,,,
Cat,Minor weight loss,No,,,,
Cat,Runny nose,Minor weight loss,Increased scratching,Occasional hairball vomit,Mild conjunctivitis,No
Cat,Panting,Fast breathing,Lethargy,Convulsions,Pale gums,Yes
Cat,Excess drooling,Swollen eyes,Convulsions,Yes,,
Dog,Disorientation,Yes,,,,
Dog,Joint stiffness,Increased thirst,Dry eyes,No,,
Dog,Increased thirst,Dry eyes,No,,,
Cat,Sneezing,Minor weight loss,Dry stool,Increased scratching,No,
Cat,Increased scratching,Dry stool,Sneezing,No,,
Dog,Bad breath,Dry skin,Dry eyes,No,,
Dog,Dry eyes,No,,,,
Dog,Loss of appetite,Fatigue,Panting,Fever,Yes,
Dog,Blood in vomit,Disorientation,Fatigue,Yes,,
Cat,Noisy breathing,Fast breathing,Bloody stool,Opaque cornea,Yes,
Dog,Fever,Nausea,Loss of appetite,Yes,,
Dog,Joint stiffness,Bad breath,No,,,
Cat,Tremors,Opaque cornea,Yes,,,
Dog,Vomiting,Excessive thirst,Fatigue,Yes,,
Cat,Minor weight loss,Increased scratching,Mild conjunctivitis,Runny nose,No,
Dog,Minor diarrhea,No,,,,
Cat,Foam at the mouth,Excess drooling,Yes,,,
Cat,Noisy breathing,Yes,,,,
Cat,Occasional hairball vomit,Sneezing,No,,,
Cat,Tremors,Foam at the mouth,Lethargy,Swollen eyes,Yes,
Cat,Foam at the mouth,Bloody vomit,Lethargy,Yes,,
Dog,Joint stiffness,Minor diarrhea,Bad breath,Dry eyes,No,
Cat,Bloody vomit,Opaque cornea,Excess drooling,Bloody stool,Yes,
Dog,Minor diarrhea,Dry skin,No,,,
Cat,Mild conjunctivitis,Sneezing,No,,,
Dog,Bad breath,Minor diarrhea,Increased thirst,Dry skin,Dry eyes,No
Cat,Dry stool,Minor weight loss,Sneezing,No,,
Cat,Dry stool,Sneezing,Runny nose,Minor weight loss,Mild conjunctivitis,No
Dog,Bad breath,Minor diarrhea,No,,,
Cat,Swollen eyes,Fast breathing,Tremors,Noisy breathing,Opaque cornea,Yes
Dog,Disorientation,Paralysis,Depression,Tremors,Blood in vomit,Yes
Dog,Seizures,Yes,,,,
Cat,Excess drooling,Yes,,,,
Cat,Foam at the mouth,Coughing,Bloody vomit,Yes,,
Cat,Swollen eyes,Noisy breathing,Panting,Lethargy,Yes,
Cat,Runny nose,Mild conjunctivitis,No,,,
Dog,Vomiting,Anxiety,High glucose,Yes,,
Cat,Mild conjunctivitis,No,,,,
Cat,Mild conjunctivitis,No,,,,
Dog,Joint stiffness,Bad breath,Minor diarrhea,Dry eyes,Dry skin,No
Dog,Dry skin,No,,,,
Dog,Dry eyes,No,,,,
Dog,Joint stiffness,No,,,,
Dog,Minor diarrhea,Dry eyes,Dry skin,No,,
Dog,Minor diarrhea,Joint stiffness,Dry eyes,No,,
Cat,Fast breathing,Foam at the mouth,Lethargy,Tremors,Yes,
Cat,Bloody stool,Opaque cornea,Excess drooling,Lethargy,Pale gums,Yes
Cat,Fast breathing,Bloody vomit,Coughing,Lethargy,Panting,Yes
Cat,Opaque cornea,Yes,,,,
Dog,Fatigue,Paralysis,Panting,Yes,,
Dog,Depression,Drooling,Yes,,,
Dog,Bad breath,No,,,,
Dog,Fatigue,Seizures,Excessive thirst,Fever,Yes,
Cat,Minor weight loss,Runny nose,Occasional hairball vomit,No,,
Dog,Drooling,Tremors,Disorientation,Blood in vomit,Yes,
Dog,Minor diarrhea,Dry eyes,Bad breath,Joint stiffness,Increased thirst,No
Dog,Glassy eyes,Seizures,Yes,,,
Cat,Fast breathing,Panting,Excess drooling,Bloody stool,Pale gums,Yes
Dog,Depression,Yes,,,,
Cat,Dry stool,Occasional hairball vomit,Minor weight loss,Runny nose,Sneezing,No
Dog,Seizures,Weight loss,Yes,,,
Cat,Runny nose,Minor weight loss,Mild conjunctivitis,Dry stool,Sneezing,No
Cat,Dry stool,Increased scratching,Sneezing,Mild conjunctivitis,No,
Dog,Bad breath,Dry skin,Joint stiffness,Dry eyes,No,
Cat,Bloody vomit,Tremors,Yes,,,
Dog,High glucose,Excessive thirst,Depression,Yes,,
Cat,Increased scratching,Occasional hairball vomit,Dry stool,Runny nose,No,
Cat,Coughing,Foam at the mouth,Panting,Pale gums,Convulsions,Yes
Dog,Joint stiffness,No,,,,
Cat,Pale gums,Bloody vomit,Bloody stool,Noisy breathing,Yes,
Cat,Tremors,Bloody vomit,Foam at the mouth,Convulsions,Pale gums,Yes
Dog,Joint stiffness,Increased thirst,No,,,
Cat,Sneezing,Dry stool,Increased scratching,Minor weight loss,No,
Dog,Minor diarrhea,Joint stiffness,Increased thirst,Bad breath,Dry skin,No
Dog,Increased thirst,Joint stiffness,No,,,
Cat,Bloody stool,Bloody vomit,Yes,,,
Cat,Lethargy,Bloody stool,Panting,Swollen eyes,Yes,
Cat,Pale gums,Noisy breathing,Foam at the mouth,Bloody stool,Yes,
Cat,Increased scratching,Dry stool,Mild conjunctivitis,No,,
Dog,Minor diarrhea,Bad breath,Joint stiffness,No,,
Cat,Convulsions,Tremors,Foam at the mouth,Bloody vomit,Opaque cornea,Yes
Cat,Tremors,Noisy breathing,Panting,Pale gums,Yes,
Dog,Glassy eyes,Disorientation,Paralysis,Excessive thirst,Weight loss,Yes
Cat,Lethargy,Panting,Opaque cornea,Yes,,
Cat,Mild conjunctivitis,Increased scratching,No,,,
Cat,Mild conjunctivitis,Minor weight loss,No,,,
Cat,Sneezing,No,,,,
Dog,Paralysis,Yes,,,,
Dog,Joint stiffness,Bad breath,Dry eyes,Dry skin,Minor diarrhea,No
Cat,Panting,Bloody vomit,Excess drooling,Tremors,Yes,
Cat,Lethargy,Fast breathing,Bloody vomit,Bloody stool,Foam at the mouth,Yes
Cat,Mild conjunctivitis,Occasional hairball vomit,No,,,
Dog,Bad breath,Joint stiffness,Dry eyes,No,,
Cat,Coughing,Fast breathing,Yes,,,
Dog,Glassy eyes,Yes,,,,
Dog,Fatigue,Nausea,Blood in vomit,Seizures,Yes,
Cat,Runny nose,No,,,,
Dog,Dry eyes,Bad breath,No,,,
Cat,Runny nose,Dry stool,Mild conjunctivitis,Increased scratching,Sneezing,No
Cat,Minor weight loss,Sneezing,No,,,
Cat,Bloody stool,Coughing,Swollen eyes,Panting,Opaque cornea,Yes
Dog,Bad breath,Dry skin,Minor diarrhea,No,,
Dog,Increased thirst,Dry eyes,Joint stiffness,Bad breath,No,
Dog,Blood in vomit,Drooling,Fever,Vomiting,Nausea,Yes
Cat,Swollen eyes,Bloody stool,Yes,,,
Dog,Blood in vomit,Yes,,,,
Cat,Dry stool,Mild conjunctivitis,Runny nose,Occasional hairball vomit,Minor weight loss,No
Dog,Joint stiffness,Dry skin,Increased thirst,Minor diarrhea,No,
Dog,High glucose,Yes,,,,
Dog,Dry skin,No,,,,
Dog,Depression,Seizures,Weight loss,Paralysis,Nausea,Yes
Cat,Increased scratching,Sneezing,Mild conjunctivitis,Runny nose,Occasional hairball vomit,No
Dog,Anxiety,Seizures,Yes,,,
Dog,Increased thirst,Minor diarrhea,No,,,
Dog,Nausea,Fever,Weight loss,Yes,,
Dog,Seizures,High glucose,Yes,,,
Dog,Anxiety,Disorientation,Paralysis,Blood in vomit,Fever,Yes
Cat,Dry stool,Occasional hairball vomit,No,,,
Cat,Noisy breathing,Opaque cornea,Coughing,Bloody vomit,Panting,Yes
Cat,Bloody vomit,Pale gums,Yes,,,
Cat,Panting,Excess drooling,Yes,,,
Dog,Joint stiffness,Increased thirst,No,,,
Dog,Bad breath,Dry skin,Joint stiffness,No,,
Dog,Dry skin,Minor diarrhea,Dry eyes,Increased thirst,Joint stiffness,No
Cat,Minor weight loss,Mild conjunctivitis,Increased scratching,No,,
Dog,Minor diarrhea,Bad breath,Joint stiffness,Dry eyes,Dry skin,No
Dog,Loss of appetite,Depression,Yes,,,
Dog,Dry skin,Increased thirst,No,,,
Dog,Disorientation,Fever,Nausea,Panting,Loss of appetite,Yes
Cat,Sneezing,Increased scratching,Runny nose,Minor weight loss,No,
Dog,Bad breath,No,,,,
Dog,Minor diarrhea,Dry eyes,No,,,
Dog,Bad breath,Minor diarrhea,No,,,
Cat,Panting,Swollen eyes,Opaque cornea,Fast breathing,Yes,
Cat,Occasional hairball vomit,Dry stool,Mild conjunctivitis,Minor weight loss,Sneezing,No
Cat,Dry stool,Occasional hairball vomit,No,,,
Cat,Sneezing,Runny nose,No,,,
Dog,Nausea,Vomiting,Tremors,Drooling,Yes,
Dog,Glassy eyes,Yes,,,,
Dog,Fatigue,Paralysis,Vomiting,Excessive thirst,Yes,
Cat,Coughing,Excess drooling,Yes,,,
Cat,Bloody vomit,Opaque cornea,Convulsions,Coughing,Yes,
Cat,Runny nose,Mild conjunctivitis,Occasional hairball vomit,No,,
Cat,Mild conjunctivitis,Occasional hairball vomit,Runny nose,No,,
Dog,Increased thirst,No,,,,
Dog,Bad breath,Increased thirst,No,,,
Cat,Tremors,Pale gums,Panting,Convulsions,Coughing,Yes
Cat,Minor weight loss,Sneezing,Runny nose,No,,
Dog,Increased thirst,Minor diarrhea,Dry skin,Joint stiffness,Dry eyes,No
Dog,Minor diarrhea,Increased thirst,Dry eyes,No,,
Dog,Joint stiffness,Dry skin,No,,,
Cat,Sneezing,Dry stool,Runny nose,Increased scratching,Minor weight loss,No
Dog,Increased thirst,Dry eyes,No,,,
Dog,Disorientation,Excessive thirst,Panting,High glucose,Yes,
Dog,Minor diarrhea,No,,,,
Dog,Loss of appetite,Blood in vomit,Panting,Nausea,Excessive thirst,Yes
Dog,Excessive thirst,Glassy eyes,Blood in vomit,Paralysis,Yes,
Dog,Dry eyes,Joint stiffness,Dry skin,Increased thirst,No,
Cat,Coughing,Convulsions,Tremors,Yes,,
Dog,Loss of appetite,Vomiting,Nausea,Depression,Weight loss,Yes
Cat,Dry stool,Increased scratching,Sneezing,Minor weight loss,Runny nose,No
Cat,Occasional hairball vomit,Increased scratching,Minor weight loss,Dry stool,No,
Cat,Runny nose,Dry stool,Sneezing,Increased scratching,Occasional hairball vomit,No
Cat,Tremors,Swollen eyes,Excess drooling,Pale gums,Yes,
Dog,Disorientation,Blood in vomit,Loss of appetite,Anxiety,Nausea,Yes
Cat,Occasional hairball vomit,Increased scratching,Minor weight loss,No,,
Dog,Loss of appetite,Nausea,Yes,,,
Dog,Bad breath,Minor diarrhea,Dry eyes,No,,
Dog,Dry eyes,Joint stiffness,Bad breath,Increased thirst,Dry skin,No
Dog,Joint stiffness,Bad breath,Dry eyes,Increased thirst,Dry skin,No
Cat,Increased scratching,No,,,,
Cat,Dry stool,Increased scratching,No,,,
Dog,Increased thirst,Minor diarrhea,No,,,
Cat,Noisy breathing,Pale gums,Tremors,Opaque cornea,Yes,
Dog,Bad breath,Joint stiffness,Dry eyes,Minor diarrhea,No,
Dog,Tremors,Fatigue,Seizures,Yes,,
Cat,Runny nose,Minor weight loss,Dry stool,No,,
Cat,Minor weight loss,No,,,,
Dog,Bad breath,Joint stiffness,No,,,
Cat,Occasional hairball vomit,Runny nose,Dry stool,Mild conjunctivitis,No,
Cat,Minor weight loss,Mild conjunctivitis,No,,,
Cat,Convulsions,Excess drooling,Swollen eyes,Lethargy,Opaque cornea,Yes
Cat,Mild conjunctivitis,Minor weight loss,Occasional hairball vomit,No,,
Dog,Bad breath,Increased thirst,Minor diarrhea,Joint stiffness,Dry skin,No
Dog,Glassy eyes,Tremors,Fatigue,Yes,,
Cat,Increased scratching,Dry stool,No,,,
Dog,Bad breath,Minor diarrhea,Joint stiffness,Dry eyes,Increased thirst,No
Dog,Joint stiffness,No,,,,
Dog,Weight loss,Glassy eyes,Loss of appetite,Yes,,
Dog,Increased thirst,Dry eyes,Joint stiffness,Minor diarrhea,Dry skin,No
Cat,Swollen eyes,Panting,Yes,,,
Dog,Excessive thirst,Weight loss,Tremors,Fatigue,Loss of appetite,Yes
Cat,Occasional hairball vomit,No,,,,
Cat,Coughing,Yes,,,,
Dog,Blood in vomit,Paralysis,Tremors,Yes,,
Dog,Seizures,Tremors,Glassy eyes,Nausea,Yes,
Dog,Depression,Excessive thirst,Yes,,,
Cat,Lethargy,Yes,,,,
Cat,Bloody vomit,Pale gums,Tremors,Bloody stool,Opaque cornea,Yes
Cat,Runny nose,Dry stool,Occasional hairball vomit,Minor weight loss,Increased scratching,No
Cat,Foam at the mouth,Convulsions,Coughing,Opaque cornea,Yes,
Cat,Dry stool,Runny nose,Mild conjunctivitis,Sneezing,No,
Cat,Occasional hairball vomit,Increased scratching,Dry stool,No,,
Cat,Runny nose,Dry stool,Minor weight loss,No,,
Cat,Sneezing,Dry stool,Occasional hairball vomit,Mild conjunctivitis,No,
Dog,Drooling,Excessive thirst,Yes,,,
Dog,Joint stiffness,No,,,,
Cat,Increased scratching,Minor weight loss,Sneezing,Runny nose,No,
Cat,Sneezing,No,,,,
Dog,Increased thirst,No,,,,
Cat,Minor weight loss,No,,,,
Dog,Panting,Fever,Depression,Blood in vomit,Yes,
Cat,Minor weight loss,No,,,,
Dog,Seizures,Fatigue,Excessive thirst,Yes,,
Dog,Dry eyes,Bad breath,Dry skin,Increased thirst,Minor diarrhea,No
Dog,Increased thirst,No,,,,
Dog,Fatigue,Vomiting,Depression,Weight loss,Yes,
Dog,Joint stiffness,No,,,,
Dog,Glassy eyes,Drooling,Weight loss,Yes,,
Cat,Bloody vomit,Yes,,,,
Cat,Noisy breathing,Convulsions,Foam at the mouth,Yes,,
Cat,Convulsions,Swollen eyes,Noisy breathing,Bloody stool,Fast breathing,Yes
Dog,Glassy eyes,Yes,,,,
Cat,Runny nose,Increased scratching,Minor weight loss,Dry stool,No,
Cat,Minor weight loss,Sneezing,No,,,
Cat,Fast breathing,Convulsions,Bloody stool,Bloody vomit,Yes,
Cat,Increased scratching,Dry stool,Sneezing,Runny nose,No,
Dog,Nausea,Paralysis,Fatigue,Yes,,
Dog,Dry eyes,No,,,,
Cat,Opaque cornea,Excess drooling,Convulsions,Panting,Bloody stool,Yes
Cat,Panting,Lethargy,Yes,,,
Dog,Depression,Weight loss,Excessive thirst,Yes,,
Cat,Runny nose,Occasional hairball vomit,No,,,
Cat,Sneezing,Increased scratching,Runny nose,Mild conjunctivitis,Dry stool,No
Cat,Runny nose,Minor weight loss,Mild conjunctivitis,Sneezing,Increased scratching,No
Cat,Excess drooling,Tremors,Panting,Fast breathing,Yes,
Cat,Dry stool,No,,,,
Dog,Dry skin,Bad breath,No,,,
Cat,Convulsions,Panting,Yes,,,
Dog,Paralysis,Vomiting,Seizures,Disorientation,Depression,Yes
Cat,Runny nose,Mild conjunctivitis,Sneezing,No,,
Dog,Panting,High glucose,Tremors,Blood in vomit,Yes,
Cat,Mild conjunctivitis,Dry stool,Occasional hairball vomit,Sneezing,Runny nose,No
Cat,Mild conjunctivitis,Dry stool,Runny nose,Increased scratching,No,
Dog,Dry eyes,Increased thirst,Bad breath,No,,
Cat,Fast breathing,Swollen eyes,Opaque cornea,Excess drooling,Convulsions,Yes
Dog,Excessive thirst,Loss of appetite,Yes,,,
Dog,Joint stiffness,Dry eyes,Minor diarrhea,Dry skin,No,
Cat,Occasional hairball vomit,Increased scratching,No,,,
Dog,Increased thirst,No,,,,
Dog,Minor diarrhea,Dry skin,Bad breath,Joint stiffness,No,
Dog,Weight loss,Yes,,,,
Dog,Minor diarrhea,Joint stiffness,No,,,
Cat,Mild conjunctivitis,Occasional hairball vomit,Increased scratching,No,,
Dog,Panting,Yes,,,,
Dog,Dry skin,No,,,,
Cat,Opaque cornea,Yes,,,,
Dog,Minor diarrhea,No,,,,
Cat,Minor weight loss,Runny nose,Mild conjunctivitis,Sneezing,Occasional hairball vomit,No
Dog,Tremors,Loss of appetite,Paralysis,Weight loss,Yes,
Dog,Dry skin,No,,,,
Dog,Increased thirst,Minor diarrhea,No,,,
Cat,Occasional hairball vomit,Minor weight loss,Increased scratching,Runny nose,No,
Dog,Vomiting,Seizures,Panting,Tremors,Yes,
Dog,Disorientation,Fatigue,Excessive thirst,Drooling,Yes,
Cat,Occasional hairball vomit,Dry stool,Sneezing,Increased scratching,Minor weight loss,No
Dog,Drooling,Glassy eyes,Anxiety,Panting,Seizures,Yes
Cat,Lethargy,Yes,,,,
Dog,Dry skin,Increased thirst,No,,,
Dog,Bad breath,No,,,,
Dog,Fatigue,Depression,Disorientation,Yes,,
Dog,Dry eyes,No,,,,
Cat,Mild conjunctivitis,Dry stool,Minor weight loss,No,,
Dog,Blood in vomit,Drooling,Panting,Seizures,Yes,
Dog,Increased thirst,Joint stiffness,Dry skin,Bad breath,No,
Cat,Mild conjunctivitis,No,,,,
Dog,Dry skin,Minor diarrhea,Increased thirst,No,,
Dog,Minor diarrhea,Bad breath,Increased thirst,Dry eyes,Dry skin,No
Cat,Bloody stool,Lethargy,Yes,,,
Dog,Fatigue,Glassy eyes,Seizures,Yes,,
Cat,Increased scratching,Mild conjunctivitis,Minor weight loss,No,,
Dog,Seizures,Yes,,,,
Dog,Depression,Blood in vomit,Yes,,,
Dog,Disorientation,Nausea,Depression,Tremors,Blood in vomit,Yes
Dog,Seizures,Disorientation,Yes,,,
Dog,Joint stiffness,No,,,,
Cat,Sneezing,Mild conjunctivitis,Minor weight loss,Increased scratching,Runny nose,No
Dog,Glassy eyes,Panting,Fever,Depression,Yes,
Dog,Dry skin,Bad breath,No,,,
Dog,Dry eyes,No,,,,
Dog,Dry eyes,Increased thirst,Bad breath,Dry skin,Joint stiffness,No
Dog,Glassy eyes,Drooling,Seizures,Anxiety,Nausea,Yes
Dog,Joint stiffness,Minor diarrhea,No,,,
Cat,Runny nose,Mild conjunctivitis,Occasional hairball vomit,Sneezing,No,
Dog,Joint stiffness,Dry skin,Dry eyes,No,,
Dog,Paralysis,Nausea,Vomiting,Yes,,
Cat,Increased scratching,Runny nose,Occasional hairball vomit,Mild conjunctivitis,No,
Dog,Tremors,Yes,,,,
Dog,Joint stiffness,Dry eyes,Minor diarrhea,Increased thirst,No,
Cat,Lethargy,Yes,,,,
Cat,Coughing,Yes,,,,
Dog,Panting,Seizures,Loss of appetite,Tremors,Yes,
Dog,Paralysis,Yes,,,,
Cat,Tremors,Lethargy,Yes,,,
Dog,Drooling,Weight loss,High glucose,Glassy eyes,Yes,
Dog,Anxiety,Weight loss,Yes,,,
Dog,Bad breath,Minor diarrhea,Dry skin,Increased thirst,Joint stiffness,No
Dog,Panting,Yes,,,,
Dog,Glassy eyes,Fatigue,Paralysis,Blood in vomit,Excessive thirst,Yes
Dog,Minor diarrhea,Bad breath,Dry skin,No,,
Cat,Bloody vomit,Excess drooling,Foam at the mouth,Yes,,
Cat,Coughing,Pale gums,Bloody vomit,Opaque cornea,Yes,
Dog,Increased thirst,No,,,,
Cat,Occasional hairball vomit,Dry stool,Sneezing,Increased scratching,Minor weight loss,No
Cat,Coughing,Excess drooling,Convulsions,Foam at the mouth,Yes,
